time,pressure,temperature,salinity,density,latitude,longitude
2024-08-14 04:45:24.658,129.44,20.2773,36.699013,1026.4408,27.490532,-95.32412
2024-08-14 04:45:26.670,129.03,20.2631,36.695923,1026.4406,27.490528,-95.32411
2024-08-14 04:45:27.671,129.3842,20.253471,36.695404,1026.4442,27.490526,-95.32411
2024-08-14 04:45:28.677,129.74,20.2438,36.694885,1026.448,27.490524,-95.32411
2024-08-14 04:45:29.685,129.63976,20.236683,36.693172,1026.4481,27.49052,-95.32411
2024-08-14 04:45:30.688,129.54001,20.2296,36.691467,1026.4484,27.490519,-95.32411
2024-08-14 04:45:31.695,129.82964,20.215319,36.693455,1026.455,27.490517,-95.324104
2024-08-14 04:45:32.705,130.12,20.201,36.695446,1026.4615,27.490515,-95.324104
2024-08-14 04:45:33.711,130.19437,20.193316,36.693962,1026.4629,27.490513,-95.324104
2024-08-14 04:45:34.733,130.27,20.1855,36.692448,1026.4641,27.49051,-95.324104
2024-08-14 04:45:36.737,130.68,20.1664,36.694138,1026.4723,27.490507,-95.324104
2024-08-14 04:45:37.745,130.71513,20.16118,36.69145,1026.4718,27.490505,-95.324104
2024-08-14 04:45:38.746,130.75,20.156,36.688778,1026.4713,27.490501,-95.3241
2024-08-14 04:45:39.753,130.97002,20.15395,36.687683,1026.472,27.4905,-95.3241
2024-08-14 04:45:40.760,131.19,20.1519,36.686592,1026.4727,27.490498,-95.3241
2024-08-14 04:45:41.767,131.51576,20.149544,36.684483,1026.4731,27.490496,-95.3241
2024-08-14 04:45:42.770,131.84,20.1472,36.682384,1026.4736,27.490494,-95.3241
2024-08-14 04:45:43.778,131.81995,20.14364,36.68141,1026.4736,27.490492,-95.3241
2024-08-14 04:45:45.782,132.09985,20.131905,36.68196,1026.4785,27.49049,-95.3241
2024-08-14 04:45:46.784,132.4,20.1237,36.683483,1026.4832,27.490488,-95.3241
2024-08-14 04:45:47.789,132.30017,20.103683,36.68584,1026.4899,27.490486,-95.3241
2024-08-14 04:45:48.798,132.2,20.0836,36.68821,1026.4967,27.490484,-95.3241
2024-08-14 04:45:49.805,132.23006,20.068819,36.68759,1026.5002,27.490482,-95.32409
2024-08-14 04:45:50.807,132.26,20.0541,36.686974,1026.5038,27.49048,-95.32409
2024-08-14 04:45:51.812,132.6701,20.044847,36.685577,1026.5071,27.490479,-95.32409
2024-08-14 04:45:52.817,133.08,20.0356,36.684177,1026.5103,27.490477,-95.32409
2024-08-14 04:45:53.847,133.16096,20.024063,36.684704,1026.514,27.490475,-95.32409
2024-08-14 04:45:55.854,133.2999,20.00212,36.684303,1026.5203,27.49047,-95.32409
2024-08-14 04:45:56.859,133.36,19.9914,36.68339,1026.5227,27.490467,-95.32409
2024-08-14 04:45:57.859,133.5248,19.986607,36.682404,1026.5239,27.490465,-95.32409
2024-08-14 04:45:58.862,133.69,19.9818,36.68141,1026.5251,27.490463,-95.32409
2024-08-14 04:45:59.868,133.65999,19.97885,36.67818,1026.5233,27.49046,-95.32409
2024-08-14 04:46:00.872,133.63,19.9759,36.674946,1026.5215,27.490458,-95.32409
2024-08-14 04:46:01.880,133.94609,19.971334,36.674015,1026.5234,27.490456,-95.32409
2024-08-14 04:46:02.881,134.26,19.9668,36.673084,1026.5253,27.490452,-95.32409
2024-08-14 04:46:04.892,134.84999,19.942,36.673218,1026.5345,27.490448,-95.32409
2024-08-14 04:46:05.901,134.87508,19.927608,36.67654,1026.541,27.490446,-95.32409
2024-08-14 04:46:06.904,134.9,19.9133,36.679844,1026.5475,27.490444,-95.32409
2024-08-14 04:46:07.911,135.09024,19.895277,36.678764,1026.5524,27.490442,-95.32409
2024-08-14 04:46:08.915,135.28,19.8773,36.677685,1026.5571,27.490438,-95.32409
2024-08-14 04:46:09.916,135.50981,19.869156,36.675465,1026.5586,27.490437,-95.32409
2024-08-14 04:46:10.919,135.74,19.861,36.673237,1026.56,27.490435,-95.32409
2024-08-14 04:46:11.926,135.90271,19.855526,36.671963,1026.5613,27.490433,-95.32409
2024-08-14 04:46:12.962,136.07,19.8499,36.670654,1026.5625,27.49043,-95.32409
2024-08-14 04:46:14.984,135.59,19.8379,36.671566,1026.5642,27.490427,-95.32409
2024-08-14 04:46:15.992,135.93039,19.834948,36.66884,1026.5645,27.490425,-95.32409
2024-08-14 04:46:16.997,136.27,19.832,36.666122,1026.5646,27.490423,-95.32409
2024-08-14 04:46:18.005,136.37514,19.828695,36.66545,1026.5654,27.490417,-95.32408
2024-08-14 04:46:19.009,136.48,19.8254,36.664783,1026.5663,27.490416,-95.32408
2024-08-14 04:46:20.017,136.51006,19.822996,36.662354,1026.5652,27.490414,-95.32408
2024-08-14 04:46:21.020,136.54001,19.8206,36.65993,1026.5641,27.490412,-95.32408
2024-08-14 04:46:22.027,136.81314,19.817478,36.65953,1026.5658,27.49041,-95.32408
2024-08-14 04:46:23.085,137.1,19.8142,36.65911,1026.5676,27.490408,-95.32408
2024-08-14 04:46:25.106,137.38,19.7867,36.663185,1026.5792,27.490402,-95.32408
2024-08-14 04:46:26.113,137.62007,19.763393,36.664803,1026.5878,27.4904,-95.32408
2024-08-14 04:46:27.120,137.86,19.7401,36.666412,1026.5962,27.490398,-95.32408
2024-08-14 04:46:28.125,137.84499,19.726841,36.66604,1026.5994,27.490395,-95.32408
2024-08-14 04:46:29.129,137.83,19.7136,36.66566,1026.6024,27.490393,-95.32408
2024-08-14 04:46:30.135,137.98996,19.704252,36.66321,1026.6038,27.49039,-95.32407
2024-08-14 04:46:31.142,138.15,19.6949,36.66076,1026.6051,27.49039,-95.32407
2024-08-14 04:46:32.147,138.27191,19.689829,36.658234,1026.605,27.490389,-95.32407
2024-08-14 04:46:33.203,138.4,19.6845,36.655582,1026.605,27.490387,-95.32407
2024-08-14 04:46:35.215,138.94,19.6687,36.65494,1026.611,27.490383,-95.32407
2024-08-14 04:46:36.222,139.03516,19.65613,36.65569,1026.6152,27.490381,-95.32407
2024-08-14 04:46:37.226,139.13,19.6436,36.656433,1026.6196,27.49038,-95.32407
2024-08-14 04:46:38.234,139.00989,19.634792,36.65809,1026.6227,27.490377,-95.32407
2024-08-14 04:46:39.240,138.89,19.626,36.65974,1026.6257,27.490376,-95.324066
2024-08-14 04:46:40.246,139.03006,19.617146,36.655724,1026.6256,27.490374,-95.324066
2024-08-14 04:46:41.251,139.17,19.6083,36.65171,1026.6255,27.490372,-95.324066
2024-08-14 04:46:42.251,139.38945,19.601418,36.650284,1026.6271,27.49037,-95.324066
2024-08-14 04:46:44.263,139.9101,19.586946,36.64729,1026.631,27.490364,-95.324066
2024-08-14 04:46:45.268,140.20999,19.5794,36.645733,1026.633,27.490362,-95.324066
2024-08-14 04:46:46.276,140.45079,19.572477,36.645035,1026.6354,27.49036,-95.32406
2024-08-14 04:46:47.276,140.69,19.5656,36.64434,1026.6377,27.490358,-95.32406
2024-08-14 04:46:48.278,140.74988,19.553274,36.644463,1026.6414,27.490358,-95.32406
2024-08-14 04:46:49.283,140.81,19.5409,36.64458,1026.6449,27.490356,-95.32406
2024-08-14 04:46:50.289,140.86009,19.528528,36.643032,1026.6472,27.490355,-95.32406
2024-08-14 04:46:51.292,140.91,19.5162,36.641487,1026.6495,27.490353,-95.32406
2024-08-14 04:46:52.322,140.85442,19.507912,36.64129,1026.6512,27.49035,-95.32406
2024-08-14 04:46:54.374,141.19,19.484,36.637573,1026.6561,27.490347,-95.32405
2024-08-14 04:46:55.382,141.36485,19.476406,36.636387,1026.658,27.490345,-95.32405
2024-08-14 04:46:56.390,141.54001,19.4688,36.635197,1026.6599,27.490343,-95.32405
2024-08-14 04:46:57.399,141.79074,19.464136,36.63226,1026.6599,27.490341,-95.32405
2024-08-14 04:46:58.402,142.04001,19.4595,36.629337,1026.66,27.49034,-95.32405
2024-08-14 04:46:59.405,142.2445,19.454662,36.62935,1026.6622,27.490337,-95.32405
2024-08-14 04:47:00.412,142.45,19.4498,36.629364,1026.6644,27.490335,-95.32405
2024-08-14 04:47:01.419,142.53915,19.44029,36.62909,1026.667,27.490334,-95.32404
2024-08-14 04:47:02.444,142.62999,19.4306,36.62881,1026.6698,27.490332,-95.32404
2024-08-14 04:47:04.463,142.4,19.3972,36.631123,1026.6793,27.490326,-95.32404
2024-08-14 04:47:05.464,142.60461,19.387718,36.630253,1026.682,27.490324,-95.32404
2024-08-14 04:47:06.469,142.81,19.3782,36.629383,1026.6847,27.490322,-95.32404
2024-08-14 04:47:07.475,142.92007,19.372347,36.627506,1026.6853,27.49032,-95.32404
2024-08-14 04:47:08.478,143.03,19.3665,36.625637,1026.6859,27.490318,-95.324036
2024-08-14 04:47:09.489,143.4114,19.355911,36.626293,1026.6908,27.490316,-95.324036
2024-08-14 04:47:10.491,143.79,19.3454,36.626945,1026.6957,27.490314,-95.324036
2024-08-14 04:47:11.494,143.71521,19.339317,36.626614,1026.6968,27.490313,-95.324036
2024-08-14 04:47:13.508,144.00508,19.33075,36.62508,1026.6991,27.490309,-95.324036
2024-08-14 04:47:14.513,144.37,19.3283,36.62388,1026.7004,27.490307,-95.324036
2024-08-14 04:47:15.517,144.49,19.32465,36.621315,1026.7,27.490303,-95.324036
2024-08-14 04:47:16.521,144.61,19.321,36.618755,1026.6995,27.490301,-95.324036
2024-08-14 04:47:17.531,144.57993,19.314383,36.618843,1026.701,27.4903,-95.32403
2024-08-14 04:47:18.536,144.55,19.3078,36.61893,1026.7028,27.490297,-95.32403
2024-08-14 04:47:19.541,144.77516,19.301796,36.619232,1026.7056,27.490294,-95.32403
2024-08-14 04:47:20.545,145.0,19.2958,36.619534,1026.7084,27.490292,-95.32403
2024-08-14 04:47:21.564,145.12608,19.290201,36.61762,1026.7089,27.49029,-95.32403
2024-08-14 04:47:23.575,145.48045,19.277687,36.615746,1026.7123,27.490286,-95.32403
2024-08-14 04:47:24.580,145.71,19.2707,36.61575,1026.7151,27.490284,-95.32403
2024-08-14 04:47:25.587,145.87982,19.259562,36.61575,1026.7188,27.490282,-95.32403
2024-08-14 04:47:26.596,146.04999,19.2484,36.615746,1026.7224,27.49028,-95.32403
2024-08-14 04:47:27.599,146.01003,19.239958,36.61537,1026.7241,27.490278,-95.32403
2024-08-14 04:47:28.604,145.97,19.2315,36.614998,1026.7258,27.490276,-95.32403
2024-08-14 04:47:29.611,145.95502,19.225107,36.616158,1026.7284,27.490274,-95.32402
2024-08-14 04:47:30.621,145.94,19.2187,36.617317,1026.7308,27.490273,-95.32402
2024-08-14 04:47:31.688,146.43341,19.21207,36.614704,1026.7328,27.49027,-95.32402
2024-08-14 04:47:33.699,147.0696,19.199614,36.6103,1026.7354,27.490265,-95.32402
2024-08-14 04:47:34.706,147.24,19.1934,36.608356,1026.7362,27.490263,-95.32402
2024-08-14 04:47:35.713,147.10484,19.176128,36.60927,1026.7408,27.490261,-95.32402
2024-08-14 04:47:36.719,146.97,19.1589,36.61018,1026.7455,27.49026,-95.32402
2024-08-14 04:47:37.725,147.1852,19.15059,36.609905,1026.7483,27.490255,-95.32402
2024-08-14 04:47:38.731,147.4,19.1423,36.609634,1026.7512,27.490253,-95.32402
2024-08-14 04:47:39.737,147.65016,19.137997,36.606445,1026.751,27.490252,-95.32402
2024-08-14 04:47:40.742,147.9,19.1337,36.60326,1026.7507,27.49025,-95.32402
2024-08-14 04:47:41.809,148.1065,19.127659,36.60227,1026.7524,27.490248,-95.32402
2024-08-14 04:47:43.811,148.2101,19.109613,36.600258,1026.7561,27.490244,-95.32402
2024-08-14 04:47:44.815,148.12,19.0972,36.599174,1026.758,27.490242,-95.32402
2024-08-14 04:47:45.822,148.31,19.08645,36.597702,1026.7605,27.49024,-95.32401
2024-08-14 04:47:46.829,148.5,19.0757,36.596233,1026.7631,27.490238,-95.32401
2024-08-14 04:47:47.835,148.83038,19.065838,36.595764,1026.7667,27.490236,-95.32401
2024-08-14 04:47:48.838,149.16,19.056,36.5953,1026.7704,27.490234,-95.32401
2024-08-14 04:47:49.844,149.04974,19.045626,36.595394,1026.7726,27.490234,-95.32401
2024-08-14 04:47:50.845,148.94,19.0353,36.59549,1026.7749,27.490232,-95.32401
2024-08-14 04:47:52.858,149.14,19.0134,36.596577,1026.7822,27.490227,-95.32401
2024-08-14 04:47:53.865,149.4205,19.002178,36.595207,1026.7853,27.490223,-95.32401
2024-08-14 04:47:54.868,149.7,18.991,36.59384,1026.7885,27.490221,-95.32401
2024-08-14 04:47:55.869,149.93956,18.97413,36.593613,1026.7936,27.490217,-95.32401
2024-08-14 04:47:56.874,150.18,18.9572,36.59338,1026.7988,27.490215,-95.32401
2024-08-14 04:47:57.876,150.21997,18.939062,36.592888,1026.8033,27.490213,-95.32401
2024-08-14 04:47:58.878,150.26,18.9209,36.592396,1026.8079,27.490211,-95.32401
2024-08-14 04:47:59.888,150.23532,18.90525,36.591007,1026.8107,27.49021,-95.32401
2024-08-14 04:48:00.924,150.20999,18.8892,36.58958,1026.8136,27.490206,-95.324005
2024-08-14 04:48:02.933,151.09,18.8732,36.584164,1026.8175,27.490202,-95.324005
2024-08-14 04:48:03.934,150.96512,18.866905,36.581303,1026.8163,27.4902,-95.324005
2024-08-14 04:48:04.937,150.84,18.8606,36.578438,1026.8152,27.490198,-95.324005
2024-08-14 04:48:05.942,150.95514,18.857395,36.575268,1026.8141,27.490196,-95.324005
2024-08-14 04:48:06.945,151.07,18.8542,36.572105,1026.813,27.490194,-95.324005
2024-08-14 04:48:07.946,151.41423,18.852804,36.571022,1026.8141,27.490192,-95.324005
2024-08-14 04:48:08.951,151.76,18.8514,36.56993,1026.8151,27.490192,-95.324005
2024-08-14 04:48:09.959,151.765,18.846848,36.56851,1026.8152,27.49019,-95.324005
2024-08-14 04:48:11.971,151.83005,18.839798,36.564964,1026.8146,27.490189,-95.324005
2024-08-14 04:48:12.975,151.89,18.8373,36.562847,1026.8138,27.490185,-95.324005
2024-08-14 04:48:13.983,152.00526,18.832638,36.56261,1026.8153,27.490183,-95.324
2024-08-14 04:48:14.986,152.12,18.828,36.562374,1026.8169,27.49018,-95.324
2024-08-14 04:48:15.993,152.17998,18.817553,36.564415,1026.8214,27.490177,-95.324
2024-08-14 04:48:17.001,152.24,18.8071,36.56646,1026.8259,27.490173,-95.324
2024-08-14 04:48:18.007,152.51067,18.79888,36.56427,1026.8275,27.490171,-95.324
2024-08-14 04:48:19.009,152.78,18.7907,36.56209,1026.8291,27.490171,-95.324
2024-08-14 04:48:20.046,152.841,18.783075,36.560997,1026.8306,27.490168,-95.324
2024-08-14 04:48:22.051,153.05502,18.766548,36.559185,1026.8344,27.490164,-95.324
2024-08-14 04:48:23.052,153.21,18.7574,36.558434,1026.8368,27.490162,-95.32399
2024-08-14 04:48:24.058,153.45459,18.750162,36.558117,1026.8395,27.490158,-95.32399
2024-08-14 04:48:25.068,153.7,18.7429,36.5578,1026.8422,27.490156,-95.32399
2024-08-14 04:48:26.075,153.90044,18.736536,36.55518,1026.8427,27.490154,-95.32399
2024-08-14 04:48:27.078,154.1,18.7302,36.552567,1026.8431,27.49015,-95.32399
2024-08-14 04:48:28.085,154.31984,18.724304,36.551193,1026.8446,27.49015,-95.32399
2024-08-14 04:48:29.094,154.54001,18.7184,36.549816,1026.846,27.490149,-95.32399
2024-08-14 04:48:31.112,154.72,18.7124,36.545155,1026.8447,27.490145,-95.32399
2024-08-14 04:48:32.119,154.55516,18.709902,36.544384,1026.8441,27.490145,-95.32399
2024-08-14 04:48:33.129,154.39,18.7074,36.543613,1026.8434,27.49014,-95.32399
2024-08-14 04:48:34.137,154.61086,18.704086,36.542168,1026.8441,27.490139,-95.32398
2024-08-14 04:48:35.138,154.83,18.7008,36.540737,1026.8448,27.490137,-95.32398
2024-08-14 04:48:36.144,155.10976,18.695005,36.539124,1026.8463,27.490135,-95.32398
2024-08-14 04:48:37.152,155.39,18.6892,36.537506,1026.8478,27.490133,-95.32398
2024-08-14 04:48:38.159,155.23965,18.685892,36.536373,1026.847,27.490131,-95.32398
2024-08-14 04:48:39.162,155.09,18.6826,36.535248,1026.8464,27.490128,-95.32398
2024-08-14 04:48:41.173,155.52,18.669,36.534595,1026.8513,27.490124,-95.32398
2024-08-14 04:48:42.175,155.78477,18.662306,36.534203,1026.8539,27.490122,-95.32398
2024-08-14 04:48:43.178,156.04999,18.6556,36.53381,1026.8564,27.49012,-95.323975
2024-08-14 04:48:44.183,156.15506,18.651247,36.5322,1026.8568,27.490118,-95.323975
2024-08-14 04:48:45.187,156.26001,18.6469,36.53059,1026.857,27.490116,-95.323975
2024-08-14 04:48:46.188,156.30495,18.643204,36.529865,1026.8577,27.490114,-95.323975
2024-08-14 04:48:47.191,156.35,18.6395,36.52914,1026.8583,27.490112,-95.323975
2024-08-14 04:48:48.197,156.68945,18.637104,36.52851,1026.8599,27.490112,-95.323975
2024-08-14 04:48:50.212,156.94987,18.625536,36.52733,1026.863,27.490107,-95.323975
2024-08-14 04:48:51.215,156.87,18.6164,36.52678,1026.8646,27.490105,-95.323975
2024-08-14 04:48:52.223,157.08534,18.600725,36.527294,1026.87,27.490103,-95.32397
2024-08-14 04:48:53.228,157.29999,18.5851,36.52781,1026.8754,27.490099,-95.32397
2024-08-14 04:48:54.228,157.32498,18.569412,36.52759,1026.8793,27.490099,-95.32397
2024-08-14 04:48:55.231,157.34999,18.5537,36.52737,1026.8832,27.490097,-95.32397
2024-08-14 04:48:56.239,157.58527,18.54524,36.524284,1026.884,27.490095,-95.32397
2024-08-14 04:48:57.244,157.81999,18.5368,36.521206,1026.8848,27.490093,-95.32397
2024-08-14 04:48:58.288,157.88617,18.526773,36.519917,1026.8867,27.490091,-95.32397
2024-08-14 04:49:00.296,158.34418,18.510115,36.519547,1026.8927,27.490086,-95.32396
2024-08-14 04:49:01.302,158.73999,18.5031,36.520424,1026.8969,27.490084,-95.32396
2024-08-14 04:49:02.310,158.59492,18.497997,36.51782,1026.8955,27.49008,-95.32396
2024-08-14 04:49:03.316,158.45,18.4929,36.515217,1026.8942,27.490078,-95.32396
2024-08-14 04:49:04.323,158.67523,18.487995,36.51408,1026.8955,27.490076,-95.32396
2024-08-14 04:49:05.327,158.90001,18.4831,36.512947,1026.8969,27.490074,-95.32396
2024-08-14 04:49:06.377,159.05,18.4638,36.511738,1026.9015,27.490072,-95.32396
2024-08-14 04:49:07.379,159.12321,18.459846,36.510735,1026.9021,27.49007,-95.32395
2024-08-14 04:49:08.430,159.2,18.4557,36.50968,1026.9027,27.490068,-95.32395
2024-08-14 04:49:10.435,159.72,18.4503,36.507557,1026.9047,27.490065,-95.32395
2024-08-14 04:49:11.444,160.00085,18.447742,36.505836,1026.9053,27.490063,-95.32395
2024-08-14 04:49:12.447,160.28,18.4452,36.504128,1026.9058,27.49006,-95.32395
2024-08-14 04:49:13.455,160.19487,18.442146,36.50393,1026.9061,27.49006,-95.32395
2024-08-14 04:49:14.460,160.11,18.4391,36.503735,1026.9064,27.490059,-95.32395
2024-08-14 04:49:15.467,160.16508,18.437849,36.50116,1026.9049,27.490057,-95.32395
2024-08-14 04:49:16.471,160.22,18.4366,36.498592,1026.9034,27.490055,-95.32395
2024-08-14 04:49:17.479,160.42505,18.435331,36.49777,1026.904,27.490053,-95.32395
2024-08-14 04:49:18.534,160.63998,18.434,36.49691,1026.9047,27.490051,-95.323944
2024-08-14 04:49:20.547,161.29,18.4322,36.49426,1026.906,27.490046,-95.323944
2024-08-14 04:49:21.554,161.50523,18.43145,36.493732,1026.9067,27.490044,-95.323944
2024-08-14 04:49:22.560,161.72,18.4307,36.49321,1026.9075,27.490042,-95.323944
2024-08-14 04:49:23.568,161.6549,18.429998,36.492367,1026.9067,27.49004,-95.323944
2024-08-14 04:49:24.573,161.59,18.4293,36.491524,1026.906,27.490036,-95.323944
2024-08-14 04:49:25.579,161.73508,18.423697,36.492397,1026.9087,27.490034,-95.323944
2024-08-14 04:49:26.584,161.88,18.4181,36.493267,1026.9114,27.490032,-95.323944
2024-08-14 04:49:27.588,161.90434,18.41158,36.49267,1026.9127,27.49003,-95.32394
2024-08-14 04:49:28.647,161.93001,18.4047,36.49204,1026.9141,27.490028,-95.32394
2024-08-14 04:49:30.661,162.15,18.3947,36.490784,1026.9166,27.490023,-95.32394
2024-08-14 04:49:31.663,162.31451,18.391508,36.490112,1026.9176,27.490023,-95.32394
2024-08-14 04:49:32.671,162.48,18.3883,36.48944,1026.9187,27.49002,-95.32394
2024-08-14 04:49:33.678,162.6254,18.38419,36.48898,1026.92,27.490019,-95.32394
2024-08-14 04:49:34.680,162.77,18.3801,36.48852,1026.9213,27.490017,-95.32394
2024-08-14 04:49:35.688,163.11476,18.375553,36.488342,1026.9238,27.490015,-95.32394
2024-08-14 04:49:36.697,163.46,18.371,36.48816,1026.9264,27.490013,-95.32394
2024-08-14 04:49:37.704,163.59506,18.365698,36.489197,1026.9291,27.490011,-95.32393
2024-08-14 04:49:39.712,163.66022,18.350132,36.490673,1026.9344,27.490007,-95.32393
2024-08-14 04:49:40.720,163.59,18.3398,36.491116,1026.9371,27.490005,-95.32393
2024-08-14 04:49:41.727,163.8105,18.33128,36.490356,1026.9397,27.490004,-95.32393
2024-08-14 04:49:42.728,164.03,18.3228,36.4896,1026.9421,27.49,-95.32393
2024-08-14 04:49:43.736,164.02,18.316404,36.488045,1026.9425,27.489998,-95.32393
2024-08-14 04:49:44.745,164.01,18.31,36.48648,1026.9429,27.489996,-95.32393
2024-08-14 04:49:45.750,164.19522,18.304243,36.48632,1026.9451,27.489994,-95.32393
2024-08-14 04:49:46.752,164.38,18.2985,36.486156,1026.9473,27.489994,-95.32392
2024-08-14 04:49:47.770,164.652,18.29311,36.486374,1026.95,27.489992,-95.32392
2024-08-14 04:49:49.774,165.13487,18.280554,36.486423,1026.9553,27.489986,-95.32392
2024-08-14 04:49:50.777,165.35,18.2733,36.48626,1026.9579,27.489985,-95.32392
2024-08-14 04:49:51.784,165.52487,18.26121,36.488758,1026.9636,27.489983,-95.32392
2024-08-14 04:49:52.792,165.7,18.2491,36.491264,1026.9695,27.48998,-95.32392
2024-08-14 04:49:53.799,165.7802,18.230757,36.49103,1026.9742,27.489979,-95.32392
2024-08-14 04:49:54.802,165.86,18.2125,36.4908,1026.979,27.489977,-95.32392
2024-08-14 04:49:55.808,166.04022,18.197132,36.489475,1026.9827,27.489975,-95.32391
2024-08-14 04:49:56.812,166.22,18.1818,36.48815,1026.9862,27.489973,-95.32391
2024-08-14 04:49:58.824,166.1,18.1734,36.47899,1026.9808,27.48997,-95.32391
2024-08-14 04:49:59.831,166.22015,18.171698,36.47712,1026.9803,27.489965,-95.32391
2024-08-14 04:50:00.836,166.34001,18.17,36.47525,1026.9799,27.489964,-95.32391
2024-08-14 04:50:01.836,166.47482,18.164158,36.47395,1026.981,27.489962,-95.32391
2024-08-14 04:50:02.839,166.60999,18.1583,36.472645,1026.9819,27.48996,-95.32391
2024-08-14 04:50:03.845,166.66507,18.151491,36.47209,1026.9835,27.489958,-95.32391
2024-08-14 04:50:04.849,166.72,18.1447,36.471535,1026.985,27.489956,-95.32391
2024-08-14 04:50:05.850,166.95517,18.135979,36.470154,1026.9872,27.489954,-95.32391
2024-08-14 04:50:06.893,167.2,18.1269,36.46871,1026.9894,27.48995,-95.323906
2024-08-14 04:50:08.903,167.42001,18.1099,36.467247,1026.9935,27.489944,-95.323906
2024-08-14 04:50:09.905,167.59492,18.08936,36.468616,1027.0005,27.489943,-95.323906
2024-08-14 04:50:10.908,167.77,18.0688,36.469986,1027.0074,27.48994,-95.323906
2024-08-14 04:50:11.914,167.81003,18.056644,36.469143,1027.01,27.489939,-95.323906
2024-08-14 04:50:12.920,167.85,18.0445,36.4683,1027.0127,27.489937,-95.323906
2024-08-14 04:50:13.921,168.1447,18.037258,36.467407,1027.015,27.489935,-95.323906
2024-08-14 04:50:14.924,168.44,18.03,36.466507,1027.0175,27.489933,-95.323906
2024-08-14 04:50:15.931,168.6198,18.025005,36.464893,1027.0183,27.489931,-95.323906
2024-08-14 04:50:17.945,168.81003,18.016392,36.461582,1027.0188,27.489927,-95.323906
2024-08-14 04:50:18.946,168.82,18.0128,36.459904,1027.0184,27.489925,-95.323906
2024-08-14 04:50:19.954,168.80498,18.009745,36.45855,1027.0181,27.489923,-95.323906
2024-08-14 04:50:20.957,168.79,18.0067,36.4572,1027.0177,27.489922,-95.323906
2024-08-14 04:50:21.965,169.07526,18.003649,36.455,1027.0181,27.48992,-95.323906
2024-08-14 04:50:22.971,169.36002,18.0006,36.452805,1027.0183,27.489918,-95.323906
2024-08-14 04:50:23.978,169.68547,17.997545,36.4533,1027.021,27.489916,-95.323906
