time,pressure,temperature,salinity,density,latitude,longitude,Turner_angle
2024-06-07 20:24:25.002,319.74002,12.5053,35.57925,1028.2535,27.786612,-94.7681,-104.27007825029814
2024-06-07 20:26:05.002,293.05,13.147,35.681713,1028.0826,27.786188,-94.76802,-106.76908474108254
2024-06-07 20:27:45.002,267.04,13.9037,35.79428,1027.8944,27.785776,-94.76793,-106.2955869482027
2024-06-07 20:29:25.002,241.27,14.7507,35.9273,1027.6982,27.785357,-94.76788,-105.40807255599509
2024-06-07 20:31:05.002,215.72,15.4831,36.050716,1027.5154,27.78494,-94.76783,-109.50948511519492
2024-06-07 20:32:45.002,190.25,16.3045,36.170727,1027.3048,27.784529,-94.76775,-108.13319307036127
2024-06-07 20:34:25.002,165.17,17.0141,36.28432,1027.1123,27.784111,-94.767685,-111.68389064901707
2024-06-07 20:36:05.002,140.25,18.222,36.454384,1026.8356,27.783695,-94.76762,-120.43398289727227
2024-06-07 20:37:45.002,115.78,19.5839,36.575626,1026.4705,27.783287,-94.76755,-124.88123466004271
2024-06-07 20:39:25.002,91.08,20.501,36.634094,1026.1621,27.782866,-94.76749,-150.2863626673992
2024-06-07 20:41:05.002,67.23,21.5409,36.52915,1025.6913,27.782457,-94.767426,-140.1699421283812
2024-06-07 20:42:45.002,44.54,24.1006,36.4392,1024.7834,27.782064,-94.767365,-179.27323555933734
2024-06-07 20:44:25.002,22.449999,26.6439,35.390644,1023.1016,27.781677,-94.76731,175.65367011438354
2024-06-07 20:46:05.002,2.8400002,29.0237,34.138798,1021.2852,27.78117,-94.76796,-168.26903689335762
2024-06-07 20:47:45.002,0.17999999,29.6425,33.950745,1020.9217,27.77994,-94.77133,-125.63242955990435
2024-06-07 20:51:39.983,0.120000005,29.6631,33.952305,1020.91565,27.779245,-94.77193,9.447555875131396
2024-06-07 20:53:23.236,0.14999999,29.6448,33.958412,1020.92664,27.778944,-94.772194,18.444559348248625
2024-06-07 20:55:03.236,13.87,28.8579,34.14026,1021.38995,27.77885,-94.77208,1.9826906993876567
2024-06-07 20:56:43.236,33.69,24.6078,35.87289,1024.1508,27.778557,-94.77202,-15.474999337920307
2024-06-07 20:58:23.236,49.829998,23.6953,36.540615,1025.0046,27.778322,-94.771935,45.31454251277073
2024-06-07 21:00:03.236,65.67,21.5766,36.53611,1025.6798,27.778072,-94.77194,32.23499286041459
2024-06-07 21:01:43.236,80.15,20.9113,36.592113,1025.9702,27.777863,-94.77186,39.959921540013376
2024-06-07 21:03:23.236,94.20999,20.2363,36.613686,1026.2314,27.777647,-94.77183,52.890643476005465
2024-06-07 21:05:03.236,108.34,19.6102,36.582825,1026.4363,27.77742,-94.771805,57.32061279936421
2024-06-07 21:06:43.236,122.0,19.1465,36.547443,1026.5905,27.7772,-94.771774,60.62375720746723
2024-06-07 21:08:23.236,135.47,18.5013,36.485767,1026.768,27.77699,-94.77175,65.0119527722211
2024-06-07 21:10:03.236,148.59,17.8298,36.404217,1026.9318,27.776806,-94.77164,68.55154104907302
2024-06-07 21:11:43.236,161.88998,17.222,36.31794,1027.0734,27.776596,-94.77157,70.09719074878443
2024-06-07 21:13:23.236,174.94,16.8282,36.258858,1027.1807,27.77639,-94.7715,70.66325627422405
2024-06-07 21:15:03.236,188.0,16.4808,36.206043,1027.2805,27.776178,-94.77146,72.22710858148416
2024-06-07 21:16:43.236,200.45999,16.1653,36.155323,1027.3708,27.775974,-94.77142,72.29106384131056
2024-06-07 21:18:23.236,212.68,15.8206,36.100574,1027.463,27.775772,-94.77143,71.93198954771302
2024-06-07 21:20:03.236,225.47,15.2224,36.00906,1027.5857,27.775568,-94.77137,74.71573819867757
2024-06-07 21:21:43.236,238.4,14.9299,35.959507,1027.6705,27.775356,-94.771355,71.80587161651566
2024-06-07 21:23:23.236,251.63,14.5468,35.90292,1027.7704,27.775139,-94.77131,76.12673786421145
2024-06-07 21:25:03.236,264.36002,14.2026,35.84311,1027.856,27.77493,-94.77127,72.12992584353144
2024-06-07 21:26:43.236,276.86002,13.8205,35.787647,1027.9509,27.774721,-94.77125,74.24677069127632
2024-06-07 21:28:23.236,289.3,13.4279,35.726475,1028.042,27.774517,-94.77122,74.79521904825775
2024-06-07 21:30:03.236,301.48,12.8084,35.63029,1028.15,27.774317,-94.77118,75.05070714157165
2024-06-07 21:31:43.236,313.53,12.4602,35.57676,1028.2329,27.774115,-94.77116,73.5418933138376
2024-06-07 21:33:23.236,325.77,12.1708,35.535484,1028.3134,27.773912,-94.77112,76.13742318638555
2024-06-07 21:35:03.236,338.19,12.0732,35.519924,1028.3762,27.773684,-94.77109,74.1935499045624
2024-06-07 21:36:43.236,350.58997,11.6801,35.463627,1028.465,27.773504,-94.77104,74.72277184912629
2024-06-07 21:38:23.236,362.86,11.4045,35.42387,1028.5421,27.7733,-94.77102,75.42737109389479
2024-06-07 21:40:03.236,375.11002,11.0762,35.375957,1028.6222,27.773102,-94.77098,93.95105553987416
2024-06-07 21:41:43.236,377.93,11.0322,35.363518,1028.6334,27.773,-94.770996,-103.99397214739527
2024-06-07 21:43:23.236,358.4,11.5308,35.438152,1028.509,27.772682,-94.771034,-105.87749547008315
2024-06-07 21:45:03.236,330.9,12.1671,35.529083,1028.3322,27.772263,-94.77096,-106.01522028205305
2024-06-07 21:46:43.236,303.91,12.6472,35.599316,1028.1696,27.771845,-94.770874,-105.20365689602403
2024-06-07 21:48:23.236,277.15,13.7286,35.767883,1027.9564,27.771431,-94.770805,-105.79707009424574
2024-06-07 21:50:03.236,250.23001,14.3664,35.869125,1027.7776,27.771011,-94.77074,-107.06034579069885
2024-06-07 21:51:43.236,223.93,15.2092,35.999878,1027.5747,27.770597,-94.77068,-106.98697677180466
2024-06-07 21:53:23.236,197.81,16.0049,36.12803,1027.3755,27.770185,-94.77059,-108.34243042783996
2024-06-07 21:55:03.236,171.94,16.7762,36.249096,1027.1724,27.76977,-94.77053,-111.4524549376075
2024-06-07 21:56:43.236,146.43,17.9765,36.418472,1026.8967,27.76936,-94.77047,-118.4372733046527
2024-06-07 21:58:23.236,121.149994,19.048,36.526245,1026.596,27.768946,-94.7704,-122.82068003975789
2024-06-07 22:00:03.236,96.4,20.2519,36.617638,1026.24,27.768538,-94.77035,-148.020237880808
2024-06-07 22:01:43.236,72.5,21.2569,36.532616,1025.7959,27.768145,-94.77029,-133.36655236378638
2024-06-07 22:03:23.236,48.93,23.8706,36.56134,1024.9646,27.767752,-94.7702,162.55924360296734
2024-06-07 22:05:03.236,26.22,24.8162,35.80348,1024.0018,27.767366,-94.77014,-177.96641105342306
2024-06-07 22:06:43.236,6.3700004,28.9039,34.134903,1021.33777,27.76705,-94.77008,-165.25085161261083
2024-06-07 22:08:23.236,0.14,29.5865,33.95097,1020.94073,27.764942,-94.773735,-160.67245081909576
2024-06-07 22:10:03.236,0.13,29.6041,33.947044,1020.9317,27.764532,-94.77406,-0.605701141167439
2024-06-07 22:14:17.002,0.24000001,29.5835,33.956924,1020.9467,27.763504,-94.77491,0.10873618506466966
2024-06-07 22:15:57.002,17.12,28.4605,34.476315,1021.79205,27.763426,-94.77473,4.181601764378564
2024-06-07 22:17:37.002,34.63,24.3898,35.999004,1024.3169,27.763268,-94.774574,-20.70946124028087
2024-06-07 22:19:17.002,51.129997,23.819,36.527378,1024.9635,27.763014,-94.774536,47.27475966159225
2024-06-07 22:20:57.002,67.31,21.6645,36.49425,1025.6304,27.762766,-94.774506,28.031289548875257
2024-06-07 22:22:37.002,81.38,20.8899,36.5822,1025.9739,27.762573,-94.77439,34.73749670773397
2024-06-07 22:24:17.002,95.28,20.3164,36.619972,1026.2195,27.762373,-94.77431,54.124742222057364
2024-06-07 22:25:57.002,109.28001,19.5363,36.57548,1026.4542,27.762152,-94.7743,57.39401198014328
2024-06-07 22:27:37.002,123.49,18.9652,36.531883,1026.632,27.761936,-94.77425,61.295428221460156
2024-06-07 22:29:17.002,137.48,18.129,36.44925,1026.8427,27.761728,-94.77418,69.20514511958963
2024-06-07 22:30:57.002,151.04001,17.6607,36.37968,1026.9656,27.76153,-94.774086,68.77890170691184
2024-06-07 22:32:37.002,164.42,17.2031,36.314137,1027.0863,27.761316,-94.77404,69.9426052291152
2024-06-07 22:34:17.002,177.34,16.6679,36.23483,1027.211,27.761112,-94.77398,71.13222849799298
2024-06-07 22:35:57.002,190.59999,16.2129,36.16495,1027.3235,27.760899,-94.77394,71.59980862167562
2024-06-07 22:37:37.002,203.6,15.8314,36.106064,1027.4244,27.760689,-94.7739,74.16594485580916
2024-06-07 22:39:17.002,217.11,15.5229,36.05369,1027.5148,27.76047,-94.7739,72.38992761327407
2024-06-07 22:40:57.002,230.07999,15.0628,35.982494,1027.6216,27.760275,-94.77381,73.63804971641397
2024-06-07 22:42:37.002,243.22,14.6509,35.916496,1027.7206,27.760057,-94.773766,74.46415329482753
2024-06-07 22:44:17.002,256.2,14.3715,35.870724,1027.8043,27.759855,-94.7737,71.55903131851268
2024-06-07 22:45:57.002,268.84,14.0267,35.821457,1027.8971,27.759642,-94.773674,76.01804417690875
2024-06-07 22:47:37.002,281.44,13.7558,35.77547,1027.9757,27.759445,-94.77365,73.99809539313226
2024-06-07 22:49:17.002,294.53,13.1984,35.690205,1028.0852,27.759233,-94.77359,74.54543232877994
2024-06-07 22:50:57.002,307.62,12.606,35.60003,1028.1951,27.759016,-94.77356,74.45406727852595
2024-06-07 22:52:37.002,320.91998,12.2178,35.54239,1028.2876,27.758791,-94.773544,76.87748116024223
2024-06-07 22:54:17.002,333.99,12.0979,35.522755,1028.3547,27.758575,-94.77349,77.31138098451514
2024-06-07 22:55:57.002,346.57,11.9875,35.504444,1028.4186,27.758364,-94.77347,74.81404337131175
2024-06-07 22:57:37.002,358.55,11.3372,35.410187,1028.525,27.758162,-94.77345,-107.24022732813243
2024-06-07 22:59:17.002,354.66,11.3863,35.4167,1028.5032,27.758059,-94.77348,-105.62043415120394
2024-06-07 23:00:57.002,329.65,12.1631,35.52817,1028.3265,27.757668,-94.77347,-106.36149243298335
2024-06-07 23:02:37.002,302.66,12.8397,35.6259,1028.1455,27.75725,-94.773384,-104.57825507944113
2024-06-07 23:04:17.002,275.75,13.7704,35.775608,1027.9473,27.756832,-94.77333,-106.65868514725456
2024-06-07 23:05:57.002,248.57,14.4507,35.88008,1027.7603,27.75641,-94.773254,-106.97074359217652
2024-06-07 23:07:37.002,221.92,15.2744,36.00879,1027.558,27.755987,-94.77318,-107.27260002099257
2024-06-07 23:09:17.002,195.70999,16.0228,36.128143,1027.362,27.755579,-94.7731,-108.96664623560504
2024-06-07 23:10:57.002,169.34999,16.8263,36.250996,1027.1503,27.755156,-94.77305,-110.61131099971628
2024-06-07 23:12:37.002,143.37,17.8308,36.398277,1026.9039,27.754734,-94.77299,-117.96670453058925
2024-06-07 23:14:17.002,118.05,19.3727,36.558216,1026.5225,27.754326,-94.77291,-124.9002430862094
2024-06-07 23:15:57.002,93.170006,20.3759,36.62166,1026.1954,27.753916,-94.77284,-159.53127768601934
2024-06-07 23:17:37.002,68.9,21.2578,36.473576,1025.7346,27.753515,-94.77277,-135.53562386085233
2024-06-07 23:19:17.002,45.68,23.9534,36.463886,1024.8512,27.753128,-94.7727,-138.0248234107123
2024-06-07 23:20:57.002,22.97,27.8855,36.37585,1023.45374,27.75275,-94.77263,151.85943448188172
2024-06-07 23:22:37.002,3.57,29.3815,33.994724,1021.05835,27.752327,-94.77286,-170.67291909486855
2024-06-07 23:24:17.002,0.19999999,29.5556,33.936382,1020.94037,27.750393,-94.776535,-1.6263831131535946
2024-06-07 23:28:28.940,0.19,29.5345,33.94685,1020.95544,27.749456,-94.77765,-125.01767321956605
2024-06-07 23:30:11.053,0.31,29.5361,33.946976,1020.9555,27.749079,-94.77812,-1.2444323561339796
2024-06-07 23:31:51.053,18.07,28.5571,34.422745,1021.7234,27.74882,-94.77813,4.936653000128831
2024-06-07 23:33:31.053,36.75,24.2966,35.97384,1024.335,27.748549,-94.77806,-7.877259306896852
2024-06-07 23:35:11.053,53.25,23.2665,36.527782,1025.136,27.7483,-94.778015,47.71325401481388
2024-06-07 23:36:51.053,68.77,21.2093,36.490627,1025.7605,27.748068,-94.77795,14.062844271437795
2024-06-07 23:38:31.053,83.87,20.67,36.610252,1026.0663,27.747833,-94.777916,48.89517971693554
2024-06-07 23:40:11.053,98.19,20.0402,36.59475,1026.2869,27.747622,-94.77786,52.41944401856824
2024-06-07 23:41:51.053,112.47,19.3557,36.56329,1026.5062,27.747398,-94.77784,58.78362792199443
2024-06-07 23:43:31.053,126.759995,18.878,36.52273,1026.6617,27.747166,-94.777824,61.77891007680045
2024-06-07 23:45:11.053,140.76001,17.9828,36.431892,1026.8804,27.746971,-94.77771,71.79749078688823
2024-06-07 23:46:51.053,154.61,17.5785,36.36465,1026.99,27.746763,-94.77762,67.92305787126587
2024-06-07 23:48:31.053,167.77,17.0731,36.29548,1027.1182,27.74656,-94.77757,69.55278715210791
2024-06-07 23:50:11.053,181.06001,16.6873,36.23928,1027.2263,27.746346,-94.77756,71.79342107047663
2024-06-07 23:51:51.053,194.14,16.1983,36.16201,1027.3403,27.74614,-94.7775,72.24235662784501
2024-06-07 23:53:31.053,207.16998,15.7834,36.096306,1027.4438,27.745928,-94.77747,71.2712930371208
2024-06-07 23:55:11.053,220.70999,15.2086,36.01094,1027.5691,27.745714,-94.77743,75.06244030182968
2024-06-07 23:56:51.053,234.01,14.7651,35.93529,1027.6688,27.745502,-94.77739,74.35716185451544
2024-06-07 23:58:31.053,247.70999,14.4456,35.88303,1027.7598,27.745283,-94.77736,72.89374451920469
2024-06-08 00:00:11.053,260.71,14.0514,35.823357,1027.857,27.745075,-94.77734,76.50064238788217
2024-06-08 00:01:51.053,273.72998,13.913,35.799107,1027.926,27.744873,-94.77727,74.06445436475947
2024-06-08 00:03:31.053,286.83002,13.7376,35.771492,1028.0005,27.744658,-94.77728,73.73591797847102
2024-06-08 00:05:11.053,300.49,13.028,35.66463,1028.1272,27.744444,-94.77721,74.61620466450391
2024-06-08 00:06:51.053,313.88,12.5602,35.59347,1028.2273,27.744223,-94.77718,73.35222508675992
2024-06-08 00:08:31.053,327.26,12.0348,35.51943,1028.3344,27.744009,-94.77716,79.36759177277732
2024-06-08 00:10:11.053,339.90002,11.8332,35.483856,1028.403,27.74381,-94.7771,71.40452763142463
2024-06-08 00:11:51.053,353.07,11.6393,35.459167,1028.4805,27.743593,-94.777084,76.99754831516788
2024-06-08 00:13:31.053,366.39,11.1895,35.388855,1028.5717,27.74339,-94.77699,71.29693774449497
2024-06-08 00:15:11.053,379.78,11.0239,35.368473,1028.6471,27.743164,-94.776955,-113.71231029964504
2024-06-08 00:16:51.053,376.40997,11.1075,35.37652,1028.6226,27.74305,-94.77696,-107.3065586597671
2024-06-08 00:18:31.053,352.58,11.7507,35.461273,1028.4584,27.742676,-94.77693,-103.69496425516365
2024-06-08 00:20:11.053,324.53,12.2105,35.533657,1028.2985,27.74225,-94.776855,-104.90409166295721
2024-06-08 00:21:51.053,297.07,13.2818,35.699345,1028.0863,27.74183,-94.7768,-106.2289367097857
2024-06-08 00:23:31.053,269.84,13.9698,35.80465,1027.9008,27.741411,-94.77672,-104.84712171563119
2024-06-08 00:25:11.053,242.77,14.6213,35.91326,1027.7227,27.740993,-94.77664,-108.04736814991628
2024-06-08 00:26:51.053,216.18,15.466,36.040302,1027.5133,27.740574,-94.77659,-107.51885910451772
2024-06-08 00:28:31.053,189.34999,16.1696,36.15221,1027.3182,27.740156,-94.776505,-108.66509042693096
2024-06-08 00:30:11.053,163.0,17.1751,36.30923,1027.083,27.739737,-94.776436,-109.66461913385392
2024-06-08 00:31:51.053,136.52,18.1038,36.45314,1026.8478,27.739317,-94.776375,-122.0188942248787
2024-06-08 00:33:31.053,111.31,19.3801,36.553417,1026.4872,27.738907,-94.77631,-123.70436027130279
2024-06-08 00:35:11.053,86.450005,20.3983,36.625584,1026.163,27.738503,-94.776245,-148.25236776780116
2024-06-08 00:36:51.053,62.579998,21.949,36.49033,1025.5267,27.73811,-94.77617,-147.9562444095498
2024-06-08 00:38:31.053,39.09,24.9066,36.220875,1024.3492,27.737719,-94.77609,176.11306580690567
2024-06-08 00:40:11.053,16.77,28.7029,34.307064,1021.58124,27.737349,-94.776054,172.38696606263377
2024-06-08 00:41:51.053,0.25,29.5787,33.7699,1020.80615,27.736044,-94.77822,-20.09022639804932
2024-06-08 00:43:31.053,0.19999999,29.5686,33.780315,1020.8173,27.735092,-94.78007,-15.305976624147615
2024-06-08 00:48:08.999,0.14,29.553,33.79331,1020.8322,27.73426,-94.78162,-9.175861251095998
2024-06-08 00:49:50.000,5.59,28.9584,34.180046,1021.35046,27.733978,-94.782135,-25.80233002603943
2024-06-08 00:51:30.000,27.09,27.3161,36.405838,1023.6801,27.733809,-94.78186,38.32856461044287
2024-06-08 00:53:10.000,43.75,24.231,36.5583,1024.8319,27.733555,-94.78185,49.17792772745599
2024-06-08 00:54:50.000,60.190002,22.1707,36.499287,1025.4604,27.733309,-94.781784,36.57656078863005
2024-06-08 00:56:30.000,75.78,21.108,36.558357,1025.8711,27.733088,-94.78167,30.03256878586158
2024-06-08 00:58:10.000,90.45999,20.3636,36.63111,1026.1941,27.73287,-94.78159,54.61903257848335
2024-06-08 00:59:50.000,104.259995,19.7459,36.593754,1026.391,27.732655,-94.78155,57.40676058795617
2024-06-08 01:01:30.000,118.46,19.1769,36.549957,1026.5688,27.73244,-94.781494,60.61865639604941
2024-06-08 01:03:10.000,131.96,18.2493,36.461838,1026.7977,27.732254,-94.7814,64.45055861284993
2024-06-08 01:04:50.000,145.67,17.7111,36.39881,1026.9441,27.732048,-94.78132,70.94230556356965
2024-06-08 01:06:30.000,158.59,17.1689,36.31323,1027.0681,27.731848,-94.781235,71.15893368134623
2024-06-08 01:08:10.000,172.09999,16.6422,36.230934,1027.1909,27.731632,-94.7812,71.82759953889075
2024-06-08 01:09:50.000,185.93001,16.2952,36.175835,1027.2919,27.731411,-94.78116,73.26335983078259
2024-06-08 01:11:30.000,199.48999,15.8508,36.102146,1027.3987,27.731194,-94.78115,70.3964056202599
2024-06-08 01:13:10.000,212.73001,15.6206,36.068687,1027.4846,27.730984,-94.78108,71.7342576338726
2024-06-08 01:14:50.000,226.32999,15.0728,35.986156,1027.6055,27.73076,-94.78106,74.85319073279594
2024-06-08 01:16:30.000,239.41,14.7654,35.934166,1027.692,27.730553,-94.78101,72.73973127670858
2024-06-08 01:18:10.000,252.09999,14.1926,35.84736,1027.8068,27.730343,-94.781,75.18174903038202
2024-06-08 01:19:50.000,265.14,13.8878,35.79706,1027.8915,27.730133,-94.78094,74.66826711178163
2024-06-08 01:21:30.000,278.41,13.5889,35.74935,1027.9773,27.729918,-94.780914,73.63296798256451
2024-06-08 01:23:10.000,291.63,13.1033,35.6766,1028.0813,27.729712,-94.78084,74.51067603608134
2024-06-08 01:24:50.000,304.86,12.5829,35.5977,1028.1855,27.729502,-94.78077,76.3104728366606
2024-06-08 01:26:30.000,317.52002,12.2649,35.54679,1028.2665,27.729301,-94.78072,76.68961690538978
2024-06-08 01:28:10.000,330.19,12.1733,35.531776,1028.3298,27.72909,-94.78068,73.79846509034606
2024-06-08 01:29:50.000,343.45,11.9164,35.49514,1028.4114,27.72888,-94.780624,74.46729615214483
2024-06-08 01:31:30.000,354.14,11.3231,35.410572,1028.5082,27.72868,-94.780624,-105.63048673981021
2024-06-08 01:33:10.000,344.53998,11.8176,35.480614,1028.4243,27.728525,-94.78068,-105.37864425947899
2024-06-08 01:34:50.000,317.19998,12.3097,35.55327,1028.2611,27.728102,-94.780594,-106.20789950224855
2024-06-08 01:36:30.000,289.9,13.1515,35.67674,1028.0637,27.727684,-94.78052,-104.57442908782015
2024-06-08 01:38:10.000,263.12,13.8384,35.788364,1027.8864,27.727276,-94.78044,-107.11478022840488
2024-06-08 01:39:50.000,236.36,14.698,35.918457,1027.6812,27.726854,-94.78037,-106.69333196737291
2024-06-08 01:41:30.000,209.66,15.5649,36.056957,1027.4746,27.726437,-94.78031,-108.31416552832083
2024-06-08 01:43:10.000,183.09999,16.3022,36.170784,1027.2737,27.726015,-94.78024,-108.59778236771194
2024-06-08 01:44:50.000,157.18001,17.3257,36.33188,1027.0381,27.725603,-94.78017,-113.18016147016321
2024-06-08 01:46:30.000,131.73001,18.4126,36.475464,1026.766,27.725191,-94.78009,-121.23400253923322
2024-06-08 01:48:10.000,106.409996,19.5522,36.57145,1026.4343,27.72478,-94.78004,-132.0567729239045
2024-06-08 01:49:50.000,81.33,20.6247,36.591248,1026.0529,27.724371,-94.77997,-144.87880179835446
2024-06-08 01:51:30.000,57.550003,22.8377,36.446224,1025.2172,27.723976,-94.77989,-141.4111060156652
2024-06-08 01:53:10.000,34.649998,25.6737,36.31713,1024.1669,27.723597,-94.779816,169.3088910926057
2024-06-08 01:54:50.000,13.839999,28.7519,34.29832,1021.5455,27.723248,-94.779785,161.3729866464018
2024-06-08 01:56:30.000,0.19,29.8439,33.249557,1020.3202,27.721624,-94.782906,-11.695843644369313
2024-06-08 01:58:10.000,0.19999999,29.8218,33.26556,1020.3399,27.721132,-94.78427,-31.714253683418878
2024-06-08 02:02:28.109,0.16000001,29.7887,33.336105,1020.40466,27.72071,-94.78617,-20.632291558736103
2024-06-08 02:04:08.000,7.4900002,28.9447,34.227566,1021.3995,27.720543,-94.786575,-18.55219115811341
2024-06-08 02:05:48.000,28.49,26.7692,36.239967,1023.7356,27.720304,-94.78636,26.45102215906371
2024-06-08 02:07:28.000,45.7,24.3979,36.575577,1024.8033,27.720047,-94.786385,51.57835616866146
2024-06-08 02:09:08.000,61.38,22.2911,36.479977,1025.4166,27.719837,-94.786255,34.0189318021859
2024-06-08 02:10:48.000,77.01,21.0197,36.572647,1025.9117,27.719603,-94.78617,37.084199007325466
2024-06-08 02:12:28.000,91.8,20.0849,36.61975,1026.266,27.71938,-94.78612,53.652857381173426
2024-06-08 02:14:08.000,105.9,19.5465,36.590706,1026.4484,27.719156,-94.78608,61.28950996196973
2024-06-08 02:15:48.000,120.05,18.9675,36.532,1026.6162,27.718945,-94.786,59.08682477131993
2024-06-08 02:17:28.000,133.91,18.3105,36.476,1026.8019,27.718752,-94.78589,66.7650706423414
2024-06-08 02:19:08.000,147.68,17.501,36.36939,1026.982,27.718542,-94.785805,72.73331451992401
2024-06-08 02:20:48.000,161.01,17.2626,36.328537,1027.0677,27.718328,-94.78577,70.89839870103854
2024-06-08 02:22:28.000,174.81001,16.7841,36.25421,1027.187,27.718113,-94.78574,71.57730091187412
2024-06-08 02:24:08.000,188.93,16.3,36.17811,1027.3058,27.717888,-94.78569,74.5835694527326
2024-06-08 02:25:48.000,203.11002,15.9341,36.113815,1027.4044,27.717659,-94.78566,70.66093410311765
2024-06-08 02:27:28.000,216.59,15.5197,36.05322,1027.5128,27.717442,-94.785614,71.30738967217698
2024-06-08 02:29:08.000,229.9,15.0125,35.978428,1027.6289,27.717228,-94.78559,76.73632618606997
2024-06-08 02:30:48.000,242.76,14.6414,35.911186,1027.7166,27.717031,-94.785515,71.8073595033655
2024-06-08 02:32:28.000,255.73,14.0552,35.826294,1027.8363,27.716831,-94.78544,75.18542661634035
2024-06-08 02:34:08.000,269.29,13.7209,35.771515,1027.9258,27.716606,-94.78542,74.49628979377316
2024-06-08 02:35:48.000,282.91998,13.3958,35.720432,1028.0156,27.716394,-94.78535,74.70363370201039
